2026-03-03 09:58:16,651 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2026-03-03 09:58:16,711 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2026-03-03 09:58:16,712 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2026-03-03 09:58:16,713 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2026-03-03 09:58:16,737 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2026-03-03 09:58:16,739 INFO  SwAddin.cs: 197 - Setting up callbacks
2026-03-03 09:58:16,740 INFO  SwAddin.cs: 201 - Setting up command manager
2026-03-03 09:58:16,742 INFO  SwAddin.cs: 204 - Adding command manager
2026-03-03 09:58:16,745 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2026-03-03 09:58:16,747 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2026-03-03 09:58:16,747 INFO  SwAddin.cs: 210 - Adding event handlers
2026-03-03 09:58:17,039 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2026-03-03 16:01:43,719 INFO  SwAddin.cs: 294 - Assembly export called for file Assem4.SLDASM
2026-03-03 16:01:47,366 INFO  SwAddin.cs: 313 - Saving assembly
2026-03-03 16:01:48,737 INFO  SwAddin.cs: 316 - Opening property manager
2026-03-03 16:01:48,827 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem4.SLDASM
2026-03-03 16:01:48,905 INFO  ExportHelperExtension.cs: 1136 - Found 43 in Assem4.SLDASM
2026-03-03 16:01:48,907 INFO  ExportHelperExtension.cs: 1145 - Found 5 features of type [CoordSys] in Assem4.SLDASM
2026-03-03 16:01:48,907 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-03-03 16:01:48,909 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2026-03-03 16:01:48,911 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from dronebase-1
2026-03-03 16:01:48,912 INFO  ExportHelperExtension.cs: 1136 - Found 71 in dronebase-1
2026-03-03 16:01:48,915 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in dronebase-1
2026-03-03 16:01:48,916 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from firstpart1-1
2026-03-03 16:01:48,917 INFO  ExportHelperExtension.cs: 1136 - Found 63 in firstpart1-1
2026-03-03 16:01:48,918 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in firstpart1-1
2026-03-03 16:01:48,919 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from _11111-1
2026-03-03 16:01:48,920 INFO  ExportHelperExtension.cs: 1136 - Found 26 in _11111-1
2026-03-03 16:01:48,921 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in _11111-1
2026-03-03 16:01:48,922 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from _111111-1
2026-03-03 16:01:48,922 INFO  ExportHelperExtension.cs: 1136 - Found 31 in _111111-1
2026-03-03 16:01:48,923 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in _111111-1
2026-03-03 16:01:48,925 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem4.SLDASM
2026-03-03 16:01:48,925 INFO  ExportHelperExtension.cs: 1136 - Found 43 in Assem4.SLDASM
2026-03-03 16:01:48,926 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in Assem4.SLDASM
2026-03-03 16:01:48,927 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-03-03 16:01:48,928 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2026-03-03 16:01:48,928 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from dronebase-1
2026-03-03 16:01:48,929 INFO  ExportHelperExtension.cs: 1136 - Found 71 in dronebase-1
2026-03-03 16:01:48,930 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in dronebase-1
2026-03-03 16:01:48,931 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from firstpart1-1
2026-03-03 16:01:48,932 INFO  ExportHelperExtension.cs: 1136 - Found 63 in firstpart1-1
2026-03-03 16:01:48,933 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in firstpart1-1
2026-03-03 16:01:48,933 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from _11111-1
2026-03-03 16:01:48,934 INFO  ExportHelperExtension.cs: 1136 - Found 26 in _11111-1
2026-03-03 16:01:48,935 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in _11111-1
2026-03-03 16:01:48,936 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from _111111-1
2026-03-03 16:01:48,937 INFO  ExportHelperExtension.cs: 1136 - Found 31 in _111111-1
2026-03-03 16:01:48,938 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in _111111-1
2026-03-03 16:01:53,253 INFO  SwAddin.cs: 339 - Loading config tree
2026-03-03 16:01:53,263 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2026-03-03 16:01:53,270 INFO  SwAddin.cs: 344 - Showing property manager
2026-03-03 16:02:02,535 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-03-03 16:02:12,916 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-03-03 16:02:19,712 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-03-03 16:02:24,977 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-03-03 16:02:28,363 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-03-03 16:02:34,310 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-03-03 16:02:36,096 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-03-03 16:02:37,723 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-03-03 16:03:05,502 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-03-03 16:03:31,799 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-03-03 16:03:34,956 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-03-03 16:03:36,659 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-03-03 16:03:58,732 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-03-03 16:04:08,496 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-03-03 16:04:17,385 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-03-03 16:04:21,950 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-03-03 16:04:35,963 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2026-03-03 16:04:36,366 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-03-03 16:04:49,512 INFO  SwAddin.cs: 294 - Assembly export called for file Assem4.SLDASM
2026-03-03 16:04:49,513 INFO  SwAddin.cs: 299 - Save is required
2026-03-03 16:04:49,513 INFO  SwAddin.cs: 313 - Saving assembly
2026-03-03 16:04:51,231 INFO  SwAddin.cs: 316 - Opening property manager
2026-03-03 16:04:51,234 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem4.SLDASM
2026-03-03 16:04:51,235 INFO  ExportHelperExtension.cs: 1136 - Found 44 in Assem4.SLDASM
2026-03-03 16:04:51,237 INFO  ExportHelperExtension.cs: 1145 - Found 5 features of type [CoordSys] in Assem4.SLDASM
2026-03-03 16:04:51,237 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-03-03 16:04:51,238 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2026-03-03 16:04:51,239 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from dronebase-1
2026-03-03 16:04:51,241 INFO  ExportHelperExtension.cs: 1136 - Found 71 in dronebase-1
2026-03-03 16:04:51,244 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in dronebase-1
